Title,Subject,Author
Sight for Sore Eyes,"Picture books,Children's fiction,Rugrats (fictitious characters), fiction,Dogs, fiction,Rugrats (Fictitious characters),Juvenile fiction,Pickles family (Fictitious characters)","[{'key': '/authors/OL6971086A', 'name': 'Luke David'}, {'key': '/authors/OL2747536A', 'name': 'Barry Goldberg'}]"
The Easter story,"Juvenile literature,Passion,Resurrection,Easter,Passion of Jesus Christ,Resurrection of Jesus Christ,Jesus christ,Jesus christ, resurrection, juvenile literature,Easter, juvenile literature,Picture books","[{'key': '/authors/OL3511230A', 'name': 'Katherine Sully'}]"
A Bedtime Journey,"Children's fiction,Bedtime, fiction,Picture books","[{'key': '/authors/OL6314737A', 'name': 'Suzanne Smith'}]"
You're My Little Cuddle Bug,"World's columbian exposition (1893 : chicago, ill.),Toy and movable books,Picture books,Stories in rhyme","[{'key': '/authors/OL1392525A', 'name': 'Nicola Edwards'}, {'key': '/authors/OL7298789A', 'name': 'Natalie Marshall'}]"
Grandpa's Goalscarers!,"Children's fiction,Pandas, fiction,Animals, fiction,Bedtime, fiction,Picture books","[{'key': '/authors/OL2757000A', 'name': 'Tony Lee'}, {'key': '/authors/OL8088949A', 'name': 'Ben Scruton'}]"
The magic bojabi tree,"Children's stories,Pictorial works,Children's fiction,Picture books","[{'key': '/authors/OL402082A', 'name': 'Dianne Hofmeyr'}]"
The Berenstain Bears Dinosaur Dig,"Bears,Dinosaurs,Juvenile fiction,Fiction,Excavations (Archeology),Fossils,Picture books,Berenstain Bears (Fictitious characters),Children's fiction,Bears, fiction,Dinosaurs, fiction,Brothers and sisters, fiction,Berenstain bears (fictitious characters), fiction","[{'key': '/authors/OL244866A', 'name': 'Jan Berenstain'}]"
The tiny tale of Little Pea,"Juvenile fiction,Peas,Size,Children's fiction,Picture books","[{'key': '/authors/OL3086213A', 'name': 'Davide Calì'}]"
Unfortunately,"Juvenile fiction,Picture books,Jungles,Children's stories,Pictorial works","[{'key': '/authors/OL584210A', 'name': 'Alan Durant'}, {'key': '/authors/OL7084728A', 'name': 'Simon Rickerty'}]"
Storytelling Princess,"Children's fiction,Picture books,Princesses, fiction,Honeypot Hill (Imaginary place),Storytelling,Princess Poppy (Fictitious character : Jones),Princesses,Juvenile fiction,Reading,Pictorial works","[{'key': '/authors/OL3361805A', 'name': 'Janey Louise Jones'}]"
Rainbow Fish Discovers The Deep Sea,"Rainbow Fish (Fictitious character),Picture books,Juvenile fiction,Translations into English,Fiction,German fiction,Children's stories, German,Children's stories,Fishes,Pictorial works","[{'key': '/authors/OL33669A', 'name': 'Marcus Pfister'}]"
One red dot,"Pop-up books,Picture puzzles,Toy and movable books,Literary recreations,Juvenile literature,Counting,Specimens,Picture books,Picture books for children","[{'key': '/authors/OL44796A', 'name': 'David A. Carter'}]"
The Birthday Cake (The Adventures of Pettson and Findus),"Children's fiction,Picture books,Farm life, fiction,Cats, fiction,Birthdays, fiction,Children's stories, Swedish,Farm life,Fiction,Cats,Pancakes, waffles,Birthdays","[{'key': '/authors/OL478901A', 'name': 'Sven Nordqvist'}]"
Nobody Likes a Goblin,"Picture books,acceptance,fantasy,adventure,Juvenile fiction,Goblins,Friendship,Children's fiction,Adventure and adventurers, fiction,Fairies, fiction","[{'key': '/authors/OL6888198A', 'name': 'Ben Hatke'}]"
Our new kittens,"Cats,Family,Fiction,Children's fiction,Picture books,Cats, fiction","[{'key': '/authors/OL2892200A', 'name': 'Theo Heras'}]"
Brave enough for two,"Stuffed animals (Toys),Juvenile fiction,Courage,Friendship,Children's fiction,Friendship, fiction,Courage, fiction,Adventure and adventurers, fiction,Picture books","[{'key': '/authors/OL7537540A', 'name': 'Jonathan D. Voss'}]"
Dreams of freedom,"Juvenile literature,Quotations, maxims,Liberty,Pictorial works,Human rights workers,Liberty, juvenile literature,Picture books","[{'key': '/authors/OL3069891A', 'name': 'Amnesty International Staff'}]"
Afternoon Treehouse,"Children's fiction,Play, fiction,Picture books","[{'key': '/authors/OL77144A', 'name': 'Robert R. Ingpen'}]"
Pullout David And Goliath,"David, king of israel, juvenile literature,David, king of israel,Toy and movable books,Picture books","[{'key': '/authors/OL750925A', 'name': 'Josh Edwards'}]"
Goodnight Austin,"Juvenile fiction,Picture books,Stories in rhyme,Fiction","[{'key': '/authors/OL9887246A', 'name': 'Allison Amador'}]"
The Fly,"Flies,Juvenile fiction,Picture books for children,Specimens,Fiction,Humorous stories,Picture books,Children's fiction,Insects, fiction","[{'key': '/authors/OL2821460A', 'name': 'Petr Horacek'}]"
The puppy who couldn't remember,"Dogs,Fiction,Picture books","[{'key': '/authors/OL1129971A', 'name': 'Johnson Hill'}]"
There was a wee woman,"Fiction,Size in fiction,Family life,Dwellings in fiction,Family life in fiction,Stories in rhyme,Dwellings,Size,Picture books","[{'key': '/authors/OL22931A', 'name': 'Erica Silverman'}]"
Don't ask a dinosaur,"Dinosaurs,Juvenile fiction,Birthday parties,Dinosaurs, fiction,Children's fiction,Stories in rhyme,Picture books","[{'key': '/authors/OL34470A', 'name': 'Deborah Bruss'}]"
Me and My Grandma,"Children's fiction,Picture books,Grandparents, fiction","[{'key': '/authors/OL1390354A', 'name': 'Alison Ritchie'}, {'key': '/authors/OL3240873A', 'name': 'Alison Edgson'}]"
The penguins' big day,"Picture books,Penguins,Fiction","[{'key': '/authors/OL232173A', 'name': 'Robin Bernard'}]"
Amazing Spider-Man,"Children's fiction,Spider-man (fictitious character), fiction,Picture books","[{'key': '/authors/OL243757A', 'name': 'Steve Behling'}, {'key': '/authors/OL2938293A', 'name': 'Dan Panosian'}]"
Farm - DK Eyewitness,"Farms,Farms, juvenile literature,Picture books,Toy and movable books","[{'key': '/authors/OL2655350A', 'name': 'DK Publishing'}]"
Now!,"Children's fiction,Picture books","[{'key': '/authors/OL6832296A', 'name': 'Tracey Corderoy'}, {'key': '/authors/OL225611A', 'name': 'Tim Warnes'}]"
199 Zoo Animals,"Zoo animals,Zoo animals, juvenile literature,Vocabulary,Vocabulary, juvenile literature,Picture books,Toy and movable books","[{'key': '/authors/OL8090305A', 'name': 'Hannah Watson'}]"
Best Kiss,"Children's fiction,Stories in rhyme,Picture books,Kissing,Juvenile fiction","[{'key': '/authors/OL576527A', 'name': 'Julia Jarman'}]"
Sea,"Marine animals,Marine animals, juvenile literature,Toy and movable books,Picture books","[{'key': '/authors/OL2704195A', 'name': 'Anna Milbourne'}, {'key': '/authors/OL7287138A', 'name': 'Simona Dimitri'}]"
Story of Ireland,"Ireland, history,Ireland, juvenile literature,Picture books","[{'key': '/authors/OL6813015A', 'name': 'Stewart Ross'}, {'key': '/authors/OL588843A', 'name': 'Richard Brassey'}]"
Battle of the HQs,"Children's fiction,Picture books","[{'key': '/authors/OL9508316A', 'name': 'Pat-a-Cake Staff'}, {'key': '/authors/OL9508317A', 'name': 'P. J. Masks'}]"
Lullabyhullaballoo,"Children's fiction,Stories in rhyme,Picture books","[{'key': '/authors/OL18710A', 'name': 'Mick Inkpen'}]"
Crayon Road,"Children's stories,Children's fiction,Picture books","[{'key': '/authors/OL9128590A', 'name': 'Jeong Jini'}]"
On the Farm,"Children's fiction,Toy and movable books,Domestic animals, fiction,Picture books,Dogs, fiction","[{'key': '/authors/OL5592701A', 'name': 'Emma Dodd'}]"
Animals,"Vocabulary, juvenile literature,Vocabulary,Picture books,Animals, juvenile literature,Animals","[{'key': '/authors/OL8031620A', 'name': 'Ladybird Books Staff'}]"
Poor Little Guy,"picture books,bullying,juvenile literature,fish,Fishes,Juvenile fiction,Puffers (Fish),Octopuses,Children's fiction,Fishes, fiction,Octopuses, fiction,JUVENILE FICTION / Animals / Fishes,JUVENILE FICTION / Humorous Stories,JUVENILE FICTION / Social Issues / Bullying,Fiction","[{'key': '/authors/OL6783688A', 'name': 'Elanna Allen'}]"
Vikingworld,"Juvenile literature,Viking Civilization,Vikings,Pictorial works,Vikings, juvenile literature,Picture books","[{'key': '/authors/OL4791064A', 'name': 'Robert MacLeod'}]"
Threat of Thanos (Marvel Avengers),"Children's fiction,Cartoons and comics,Picture books","[{'key': '/authors/OL3036682A', 'name': 'Arie Kaplan'}, {'key': '/authors/OL7325303A', 'name': 'Shane Clester'}]"
Black Panther Little Golden Book,"Children's fiction,Heroes, fiction,Picture books","[{'key': '/authors/OL2675819A', 'name': 'Frank Berrios'}]"
The day Dad joined my soccer team,"Juvenile fiction,Fathers and sons,Fiction,Children's fiction,Picture books,Soccer, fiction","[{'key': '/authors/OL3024441A', 'name': 'Maureen Fergus'}]"
Paddington at the Beach,"Paddington Bear (Fictitious character),Picture books,Bears,Juvenile fiction,Counting books,Gulls,Fiction,Counting,Beaches,Children's fiction,Seashore, fiction,Gulls, fiction","[{'key': '/authors/OL35174A', 'name': 'Michael Bond'}]"
Can you whoo too?,"Animal sounds,Juvenile literature,Animal communication,Picture books,JUVENILE FICTION,Animals,Imagination & Play,JUVENILE NONFICTION,Concepts,Sounds","[{'key': '/authors/OL20106A', 'name': 'Harriet Ziefert'}]"
Night at the fair,"Fairs,Fiction,Night,Children's fiction,Fairs, fiction,Picture books","[{'key': '/authors/OL200778A', 'name': 'Donald Crews'}]"
Voyage to Shelter Cove,"Homeless persons,Juvenile fiction,Friendship,Picture books,Fiction,Homelessness,Homeless children,Childrens literature","[{'key': '/authors/OL187012A', 'name': 'Ralph DaCosta Nunez'}]"
Goldilocks,"Children's fiction,Fairy tales,Picture books","[{'key': '/authors/OL3090772A', 'name': 'Estelle Corke'}]"
The night riders,"Frogs,Juvenile fiction,Rats,Stories without words,Fiction,Children's fiction,Frogs, fiction,Mice, fiction,Picture books","[{'key': '/authors/OL7590356A', 'name': 'Matt Furie'}]"
Peas on Earth,"Pop-up books,Toy and movable books,Juvenile fiction,Peace,Peas,Board books,Environmentalism,Board books for children,Fiction,Specimens,Children's fiction,Picture books,Short stories,Peace, fiction","[{'key': '/authors/OL5503128A', 'name': 'Todd H. Doodler'}]"
Little Owls Orange Scarf,"Scarves,Owls,Juvenile fiction,Mothers and sons,Fiction,Children's fiction,Owls, fiction,Mothers and sons, fiction,Picture books","[{'key': '/authors/OL3780354A', 'name': 'Tatyana Feeney'}]"
Food Is Fun!,"Readers (Elementary),Food,Fiction,Picture books","[{'key': '/authors/OL7295592A', 'name': 'Karen Nettelfield'}]"
Baby animals,"Infancy,Animals,Children's picture books,Animals, infancy,Animals, infancy, juvenile literature,Picture books,Toy and movable books","[{'key': '/authors/OL10223890A', 'name': 'Dorling Kindersley Publishing Staff'}]"
"Pussy Cat, Pussy Cat, Where Have You Been? I've Been to New York and Guess What I've Seen...","Children's fiction,Picture books,New york (n.y.), fiction","[{'key': '/authors/OL2790727A', 'name': 'Russell Punter'}, {'key': '/authors/OL5566707A', 'name': 'Dan Taylor'}]"
Colour with Splosh,"Children's fiction,Color, fiction,Stories in rhyme,Toy and movable books,Picture books","[{'key': '/authors/OL234252A', 'name': 'David Melling'}]"
Rover,"Dogs,Juvenile fiction,Pets,Children's fiction,Picture books","[{'key': '/authors/OL457168A', 'name': 'Michael Rosen'}]"
Storytime for 4 year olds,"Children's stories, English,Children's stories,Children's fiction,Picture books","[{'key': '/authors/OL549647A', 'name': 'Joan Stimson'}, {'key': '/authors/OL584150A', 'name': 'John Astrop'}, {'key': '/authors/OL2757983A', 'name': 'Caroline Astrop'}]"
Puppy goes to the zoo,"Dogs,Juvenile fiction,Zoos,Fiction,Picture books","[{'key': '/authors/OL30763A', 'name': 'Gerald Malcolm Durrell'}]"
The Story of Heidi (Picture Books),"Children's fiction,Picture books,Pictorial works,Juvenile fiction","[{'key': '/authors/OL4756443A', 'name': 'Alan Marks'}]"
Elmer and the Monster,"Children's fiction,Elmer (fictitious character : mckee), fiction,Picture books,Pictorial works,Juvenile fiction,Children's stories,Elmer (Fictitious character : McKee)","[{'key': '/authors/OL32699A', 'name': 'David McKee'}]"
Ours Qui Aimait les Arbres,"Children's fiction,Bears, fiction,Picture books,Ours,Romans, nouvelles, etc. pour la jeunesse,Bears,Juvenile fiction,Etreinte,Hugging,Arbres,Trees,Travailleurs forestiers,Loggers,Romans,Fiction,Calins,Bucherons","[{'key': '/authors/OL7166890A', 'name': 'Nicholas Oldland'}, {'key': '/authors/OL3976537A', 'name': 'Claudine Azoulay'}]"
Bear in the Book,"Children's stories,Pictorial works,Bears,Juvenile fiction,0-5 years; Fiction; Picture Book; Non-character; Non Tie-in,Picture books","[{'key': '/authors/OL7936907A', 'name': 'Kate Banks'}, {'key': '/authors/OL219159A', 'name': 'Georg Hallensleben'}]"
Feathered Friends,"Children's fiction,Picture books,Friendship, fiction","[{'key': '/authors/OL9508316A', 'name': 'Pat-a-Cake Staff'}, {'key': '/authors/OL9508317A', 'name': 'P. J. Masks'}]"
Diggory Digger and the Dinosaurs,"Children's fiction,Stories in rhyme,Picture books","[{'key': '/authors/OL7344830A', 'name': 'Jonathan Bentley'}]"
Sports Day,"School sports,Juvenile fiction,Sports,Fiction,Picture books,0-5 years; Fiction; Picture Book; Non-character; Non Tie-in,Juvenile works,Children's stories,Children's fiction,Sports, fiction,Schools, fiction","[{'key': '/authors/OL7486859A', 'name': 'Nick Butterworth . Mick Inkpen'}]"
"Moo Cow, Moo Cow, Please Eat Nicely!","Etiquette, poetry,Children's poetry,Toy and movable books,Picture books","[{'key': '/authors/OL234053A', 'name': 'Jo Lodge'}]"
The white horse and other stories,"Horses,Pictorial works,Juvenile fiction,Children's fiction,Horses, fiction,Picture books","[{'key': '/authors/OL546153A', 'name': 'Victoria Parker'}]"
Prince Charmless,"Juvenile fiction,Conduct of life,Princes,Fiction,Children's fiction,Princes, fiction,Picture books","[{'key': '/authors/OL33313A', 'name': 'Jeanne Willis'}]"
I Really Like Slop!,"Pigs,Swine,Elephants,Juvenile fiction,Friendship,Food habits,Fiction,nyt:picture-books=2015-11-15,New York Times bestseller,Children's fiction,Food habits, fiction,Friendship, fiction,Elephants, fiction,Pigs, fiction,Children's Books/Baby-Preschool,Picture books","[{'key': '/authors/OL1401662A', 'name': 'Mo Willems'}]"
Pony in the city,"Horses,Curiosity,Ponies,Human-animal relationships,Juvenile fiction,City and town life,Fiction,Children's fiction,Ponies, fiction,Picture books","[{'key': '/authors/OL5585033A', 'name': 'Wendy Wahman'}]"
River Rose and the Magical Christmas,"Children's fiction,Christmas, fiction,Picture books","[{'key': '/authors/OL2741977A', 'name': 'Kelly Clarkson'}, {'key': '/authors/OL7869160A', 'name': 'Lucy Fleming'}]"
Willoughby & the lion,"Fiction,Friendship,Wishes,Magic,Lions,Picture books,Juvenile fiction,Lion,Children's fiction,Friendship, fiction,Magic, fiction,Lion, fiction,Emotions, fiction","[{'key': '/authors/OL5048434A', 'name': 'Greg Foley'}]"
Peter's Secret Mission!,"Children's fiction,Peter rabbit (fictitious character), fiction,Picture books,Pictorial works,Juvenile fiction","[{'key': '/authors/OL32541A', 'name': 'Beatrix Potter'}]"
Talkie Taxi,"Children's fiction,Picture books","[{'key': '/authors/OL6588098A', 'name': 'Not Available (NA)'}]"
Dinosaur,"Dinosaurs,Dinosaurs, juvenile literature,Picture books,Toy and movable books","[{'key': '/authors/OL2655350A', 'name': 'DK Publishing'}]"
Touch and count numbers,"Counting,Pictorial works,Juvenile literature,Counting, juvenile literature,Counting books,Picture books for children,Picture books","[{'key': '/authors/OL1394269A', 'name': 'Mandy Ross'}, {'key': '/authors/OL1390021A', 'name': 'Liz Pichon'}, {'key': '/authors/OL8031620A', 'name': 'Ladybird Books Staff'}]"
Baby Touch Hello Mummy!,"Mothers,Toy and movable books,Picture books","[{'key': '/authors/OL2796164A', 'name': 'Ladybird'}]"
Melric and the Crown,"Children's fiction,Picture books","[{'key': '/authors/OL32699A', 'name': 'David McKee'}]"
Frog Hops Off!,"Children's fiction,Picture books","[{'key': '/authors/OL220328A', 'name': 'Lydia Monks'}]"
Milly and the mermaids,"Mermaids,Juvenile fiction,Children's fiction,Picture books","[{'key': '/authors/OL7344372A', 'name': 'Maudie Smith'}]"
Little Friends,"Children's fiction,Toy and movable books,Picture books","[{'key': '/authors/OL5422183A', 'name': 'Stephen Barker'}]"
The building boy,"Juvenile fiction,Death,Grandparent and child,Grandmothers,Children's fiction,Picture books","[{'key': '/authors/OL7525661A', 'name': 'Montgomery, Ross (Fiction writer)'}]"
Charlie and Lola: One Thing,"Charlie (Fictitious character : Child),Brothers and sisters,Addition,Juvenile fiction,Counting,Lola (Fictitious character : Child),Fiction,Children's fiction,Picture books","[{'key': '/authors/OL19111A', 'name': 'Lauren Child'}]"
This Bonny Baby,"Children's fiction,Toy and movable books,Picture books","[{'key': '/authors/OL8043108A', 'name': 'Kasia Matyjaszek'}, {'key': '/authors/OL7897941A', 'name': 'Michelle Sloan'}]"
